29,3,AA,N328AA,2,12892,LAX,12478,JFK,930,921,0,1800,1751,0,330,2475
30,4,AA,N332AA,2,12892,LAX,12478,JFK,930,930,0,1800,1726,0,330,2475
31,5,AA,N328AA,2,12892,LAX,12478,JFK,930,932,2,1800,1723,0,330,2475
1,3,AA,N335AA,3,12478,JFK,12892,LAX,1200,1157,0,1510,1523,13,370,2475
2,4,AA,N332AA,3,12478,JFK,12892,LAX,1200,1157,0,1510,1519,9,370,2475
3,5,AA,N336AA,3,12478,JFK,12892,LAX,1200,1319,79,1510,1622,72,370,2475
4,6,AA,N335AA,3,12478,JFK,12892,LAX,1200,1212,12,1510,1529,19,370,2475
5,7,AA,N332AA,3,12478,JFK,12892,LAX,1200,1309,69,1510,1653,103,370,2475
6,1,AA,N328AA,3,12478,JFK,12892,LAX,1200,1229,29,1510,1534,24,370,2475
7,2,AA,N319AA,3,12478,JFK,12892,LAX,1200,1201,1,1510,1531,21,370,2475
8,3,AA,N335AA,3,12478,JFK,12892,LAX,1200,1207,7,1510,1511,1,370,2475
9,4,AA,N332AA,3,12478,JFK,12892,LAX,1200,1200,0,1510,1516,6,370,2475
10,5,AA,N339AA,3,12478,JFK,12892,LAX,1200,1152,0,1510,1458,0,370,2475
11,6,AA,N335AA,3,12478,JFK,12892,LAX,1200,1159,0,1510,1526,16,370,2475
12,7,AA,N323AA,3,12478,JFK,12892,LAX,1200,1156,0,1510,1455,0,370,2475
13,1,AA,N339AA,3,12478,JFK,12892,LAX,1200,1159,0,1510,1454,0,370,2475
14,2,AA,N338AA,3,12478,JFK,12892,LAX,1200,1157,0,1510,1430,0,370,2475
15,3,AA,N335AA,3,12478,JFK,12892,LAX,1200,1155,0,1525,1445,0,385,2475
16,4,AA,N335AA,3,12478,JFK,12892,LAX,1200,1151,0,1525,1447,0,385,2475
17,5,AA,N319AA,3,12478,JFK,12892,LAX,1200,1226,26,1525,1527,2,385,2475
18,6,AA,N336AA,3,12478,JFK,12892,LAX,1200,1158,0,1525,1450,0,385,2475
19,7,AA,N328AA,3,12478,JFK,12892,LAX,1200,1157,0,1525,1510,0,385,2475
20,1,AA,N332AA,3,12478,JFK,12892,LAX,1200,1159,0,1525,1530,5,385,2475
21,2,AA,N339AA,3,12478,JFK,12892,LAX,1200,1201,1,1525,1535,10,385,2475
22,3,AA,N332AA,3,12478,JFK,12892,LAX,1200,1222,22,1525,1609,44,385,2475
23,4,AA,N784AA,3,12478,JFK,12892,LAX,1200,1213,13,1525,1542,17,385,2475
24,5,AA,N787AA,3,12478,JFK,12892,LAX,1200,1208,8,1525,1515,0,385,2475
25,6,AA,N784AA,3,12478,JFK,12892,LAX,1200,1155,0,1525,1458,0,385,2475
26,7,AA,N783AA,3,12478,JFK,12892,LAX,1200,1222,22,1525,1619,54,385,2475
27,1,AA,N784AA,3,12478,JFK,12892,LAX,1200,1155,0,1525,1525,0,385,2475
28,2,AA,N787AA,3,12478,JFK,12892,LAX,1200,1156,0,1525,1522,0,385,2475
29,3,AA,N783AA,3,12478,JFK,12892,LAX,1200,1215,15,1525,1521,0,385,2475
30,4,AA,N784AA,3,12478,JFK,12892,LAX,1200,1227,27,1525,1554,29,385,2475
31,5,AA,N783AA,3,12478,JFK,12892,LAX,1200,1151,0,1525,1557,32,385,2475
12,7,EV,N759EV,5259,13204,MCO,14492,RDU,1555,1552,0,1735,1725,0,100,534
13,1,EV,N741EV,5259,13204,MCO,14492,RDU,1555,1550,0,1735,1719,0,100,534
15,3,EV,N755EV,5259,13204,MCO,14492,RDU,1555,1547,0,1735,1715,0,100,534
21,2,EV,N758EV,5259,13204,MCO,14492,RDU,1555,1546,0,1735,1713,0,100,534
23,4,EV,N748EV,5259,13204,MCO,14492,RDU,1555,1556,1,1735,1729,0,100,534
19,7,EV,N371CA,5259,13204,MCO,14492,RDU,1555,1547,0,1735,1722,0,100,534
11,6,EV,N981EV,5307,13795,OAJ,10397,ATL,1550,1548,0,1723,1720,0,93,399
21,2,EV,N933EV,5307,13795,OAJ,10397,ATL,1550,1543,0,1724,1709,0,94,399
23,4,EV,N846AS,5307,13795,OAJ,10397,ATL,1550,1548,0,1724,1722,0,94,399
17,5,EV,N870AS,5307,13795,OAJ,10397,ATL,1550,1600,10,1724,1740,16,94,399
14,2,EV,N933EV,5307,13795,OAJ,10397,ATL,1550,1550,0,1724,1727,3,94,399
20,1,EV,N868AS,5307,13795,OAJ,10397,ATL,1550,1546,0,1724,1700,0,94,399
27,1,EV,N849AS,5307,13795,OAJ,10397,ATL,1550,1544,0,1724,1705,0,94,399
25,6,EV,N933EV,5307,13795,OAJ,10397,ATL,1550,1543,0,1723,1713,0,93,399
20,1,DL,N396DA,1060,13204,MCO,12892,LAX,745,741,0,1023,1045,22,338,2218
20,1,DL,N683DA,1061,13204,MCO,12892,LAX,1709,1704,0,1945,1955,10,336,2218
20,1,DL,N901DE,1062,10397,ATL,10529,BDL,2140,2136,0,2359,2345,0,139,859
20,1,DL,N955DL,1065,10529,BDL,10397,ATL,600,557,0,843,826,0,163,859
20,1,DL,N960DL,1066,10397,ATL,10693,BNA,956,954,0,1005,1000,0,69,214
20,1,DL,N960DL,1066,10693,BNA,10397,ATL,1045,1045,0,1252,1246,0,67,214
20,1,DL,N950DN,1067,13487,MSP,15376,TUS,1117,1116,0,1348,1334,0,211,1298
20,1,DL,N950DN,1067,15376,TUS,13487,MSP,1435,1428,0,1845,1837,0,190,1298
20,1,DL,N525US,1068,10397,ATL,14635,RSW,944,940,0,1129,1116,0,105,515
20,1,DL,N525US,1068,14635,RSW,10397,ATL,1220,1210,0,1404,1357,0,104,515
20,1,DL,N673DL,1070,10397,ATL,12451,JAX,2200,2158,0,2309,2312,3,69,270
8,3,WN,N468WN,151,11267,DAY,13204,MCO,1255,1253,0,1510,1457,0,135,808
8,3,WN,N8302F,318,11278,DCA,10423,AUS,1725,1723,0,2020,2008,0,235,1315
8,3,WN,N385SW,543,11278,DCA,12191,HOU,615,613,0,850,846,0,215,1218
8,3,WN,N7812G,2517,11278,DCA,12191,HOU,1620,1614,0,1855,1843,0,215,1218
8,3,WN,N258WN,39,11278,DCA,15016,STL,1205,1527,202,1325,1651,206,140,719
8,3,WN,N406WN,729,11278,DCA,15016,STL,1835,1833,0,1955,1956,1,140,719
8,3,WN,N352SW,2967,11292,DEN,10140,ABQ,835,839,4,950,948,0,75,349
8,3,WN,N949WN,2998,11292,DEN,10140,ABQ,1735,1810,35,1845,1929,44,70,349
8,3,WN,N921WN,3140,11292,DEN,10140,ABQ,2025,2101,36,2135,2207,32,70,349
8,3,WN,N794SW,667,11292,DEN,10279,AMA,1830,1914,44,2040,2119,39,70,359
8,3,WN,N793SA,4767,11292,DEN,10279,AMA,1225,1250,25,1435,1449,14,70,359
8,3,WN,N437WN,1188,11292,DEN,10397,ATL,1110,1118,8,1600,1555,0,170,1199
8,3,WN,N211WN,2234,11292,DEN,10397,ATL,1315,1323,8,1800,1801,1,165,1199
7,2,US,N714US,2070,11057,CLT,12953,LGA,1609,1729,80,1752,1900,68,103,544
7,2,US,N721UW,2070,12451,JAX,11057,CLT,1355,1352,0,1515,1507,0,80,328
7,2,US,N701UW,2071,11057,CLT,10397,ATL,1150,1151,1,1309,1259,0,79,226
7,2,US,N721UW,2071,12953,LGA,11057,CLT,843,839,0,1055,1039,0,132,544
7,2,US,N172US,2072,11057,CLT,12953,LGA,1845,1940,55,2030,2110,40,105,544
7,2,US,N172US,2072,15304,TPA,11057,CLT,1539,1708,89,1718,1835,77,99,507
7,2,US,N762US,2073,11057,CLT,13198,MCI,1319,1320,1,1458,1500,2,159,808
7,2,US,N762US,2073,11278,DCA,11057,CLT,1100,1057,0,1230,1222,0,90,331
7,2,US,N117UW,2074,11057,CLT,11697,FLL,2020,2026,6,2217,2217,0,117,631
7,2,US,N117UW,2074,14635,RSW,11057,CLT,1719,1723,4,1915,1919,4,116,600
7,2,US,N757UW,2075,11057,CLT,11433,DTW,1300,1256,0,1449,1440,0,109,500
7,2,US,N757UW,2075,14122,PIT,11057,CLT,1030,1027,0,1205,1206,1,95,366
7,2,US,N967UW,2076,14100,PHL,12953,LGA,1355,1350,0,1447,1444,0,52,96
7,2,US,N967UW,2076,14683,SAT,14100,PHL,840,847,7,1255,1308,13,195,1496
7,2,US,N181UW,2077,11057,CLT,14635,RSW,1155,1227,32,1357,1426,29,122,600
7,2,US,N703UW,2078,11057,CLT,14524,RIC,1252,1304,12,1353,1404,11,61,257
7,2,US,N723UW,2078,11433,DTW,11057,CLT,1020,1118,58,1206,1245,39,106,500
1,3,AA,N527AA,196,11298,DFW,14524,RIC,1350,1407,17,1730,1736,6,160,1158
2,4,AA,N456AA,196,11298,DFW,14524,RIC,1350,1347,0,1730,1706,0,160,1158
3,5,AA,N549AA,196,11298,DFW,14524,RIC,1350,1357,7,1730,1731,1,160,1158
5,7,AA,N556AA,196,11298,DFW,14524,RIC,1350,1357,7,1730,1728,0,160,1158
6,1,AA,N4YLAA,196,11298,DFW,14524,RIC,1350,1425,35,1730,1742,12,160,1158
7,2,AA,N437AA,196,11298,DFW,14524,RIC,1350,1403,13,1730,1742,12,160,1158
8,3,AA,N508AA,196,11298,DFW,14524,RIC,1350,1349,0,1730,1719,0,160,1158
9,4,AA,N4YLAA,196,11298,DFW,14524,RIC,1350,1412,22,1730,1745,15,160,1158
10,5,AA,N551AA,196,11298,DFW,14524,RIC,1350,1350,0,1730,1727,0,160,1158
12,7,AA,N478AA,196,11298,DFW,14524,RIC,1350,1350,0,1730,1726,0,160,1158
13,1,AA,N481AA,196,11298,DFW,14524,RIC,1350,1413,23,1730,1748,18,160,1158
14,2,AA,N596AA,196,11298,DFW,14524,RIC,1350,1347,0,1730,1710,0,160,1158
