11048,60,1,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,Pacific,3,30000
11049,30,0,5-10 Miles,Partial High School,F,1,S,2,0,Clerical,North America,0,40000
11050,59,1,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,Pacific,3,30000
11051,59,0,1-2 Miles,High School,M,0,S,2,0,Skilled Manual,Pacific,3,30000
11052,59,1,5-10 Miles,Partial College,F,0,S,2,0,Clerical,Pacific,2,40000
11053,30,1,1-2 Miles,Partial College,F,0,M,2,0,Skilled Manual,North America,0,60000
11054,59,1,5-10 Miles,Partial College,F,1,M,2,0,Skilled Manual,Pacific,2,40000
11055,59,1,5-10 Miles,Partial College,M,1,M,2,0,Skilled Manual,Pacific,2,40000
11056,58,1,5-10 Miles,Partial College,F,1,M,2,0,Skilled Manual,Pacific,3,40000
11057,57,1,1-2 Miles,Graduate Degree,M,1,M,2,0,Management,Pacific,2,70000
11058,56,1,1-2 Miles,Partial College,M,1,M,2,0,Skilled Manual,Pacific,2,80000
11059,57,0,5-10 Miles,Partial College,F,1,S,2,0,Skilled Manual,Pacific,2,80000
11060,57,1,5-10 Miles,Partial College,M,1,M,2,0,Skilled Manual,Pacific,2,80000
11061,57,1,5-10 Miles,Partial College,M,1,M,2,0,Skilled Manual,Pacific,2,80000
11062,35,1,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,North America,0,40000
11063,36,1,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,North America,0,40000
11064,35,1,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,North America,0,40000
11065,37,0,1-2 Miles,Partial College,F,0,M,2,0,Skilled Manual,North America,0,60000
11066,37,0,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,0,70000
11067,34,0,5-10 Miles,Partial College,M,1,S,2,0,Professional,North America,0,60000
11068,55,0,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,Pacific,2,80000
11069,55,1,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,Pacific,2,80000
11070,56,1,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,Pacific,2,80000
11071,55,0,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,Pacific,2,80000
11072,56,1,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,Pacific,2,80000
11073,54,0,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,Pacific,2,70000
11074,54,0,5-10 Miles,High School,M,1,S,2,0,Skilled Manual,Pacific,2,70000
11075,53,1,5-10 Miles,High School,F,1,S,2,0,Professional,Pacific,2,80000
11076,53,1,5-10 Miles,High School,M,1,S,2,0,Professional,Pacific,2,80000
11077,53,1,1-2 Miles,High School,F,0,S,2,0,Professional,Pacific,2,80000
11078,37,0,1-2 Miles,High School,F,0,S,2,0,Professional,North America,0,40000
11079,52,0,0-1 Miles,Graduate Degree,M,1,S,2,0,Management,Pacific,0,160000
11080,51,1,0-1 Miles,Graduate Degree,M,1,M,2,0,Management,Pacific,0,170000
11081,44,0,2-5 Miles,Bachelors,F,1,M,3,2,Management,North America,2,120000
11082,44,1,1-2 Miles,Graduate Degree,F,0,S,3,1,Management,North America,0,130000
11083,45,1,1-2 Miles,Graduate Degree,F,1,M,3,1,Management,North America,0,130000
11084,53,1,1-2 Miles,Partial High School,M,0,S,2,0,Skilled Manual,North America,2,80000
11085,53,0,5-10 Miles,High School,F,0,S,2,0,Professional,North America,2,60000
11086,53,0,0-1 Miles,Partial College,M,1,M,0,1,Professional,North America,2,70000
11087,53,0,0-1 Miles,Partial College,F,0,M,0,2,Professional,North America,3,70000
11088,53,1,2-5 Miles,Bachelors,M,1,M,0,1,Management,North America,2,80000
11089,54,1,2-5 Miles,Bachelors,F,1,S,1,1,Management,North America,2,80000
11090,53,1,2-5 Miles,Partial College,M,1,S,1,0,Professional,North America,2,90000
11091,54,0,5-10 Miles,Partial College,M,1,M,1,0,Professional,North America,2,90000
11092,43,1,1-2 Miles,Bachelors,F,1,M,0,2,Professional,Pacific,2,90000
11093,43,1,0-1 Miles,Graduate Degree,F,1,M,0,0,Management,Pacific,0,100000
11094,49,0,0-1 Miles,Partial College,M,0,S,1,0,Skilled Manual,Pacific,1,70000
11095,48,1,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,Pacific,1,70000
11096,48,1,5-10 Miles,Bachelors,M,1,M,1,0,Professional,Pacific,1,60000
11097,49,1,5-10 Miles,Partial College,M,1,M,1,0,Skilled Manual,Pacific,1,60000
11098,49,0,0-1 Miles,Partial College,F,0,S,1,0,Skilled Manual,Pacific,1,60000
11099,50,1,0-1 Miles,Bachelors,M,1,M,1,0,Professional,Pacific,1,60000
11100,50,1,5-10 Miles,Partial College,F,1,S,1,0,Skilled Manual,Pacific,1,60000
11101,45,1,0-1 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000
11102,45,0,1-2 Miles,Bachelors,F,1,S,4,5,Professional,Pacific,5,80000
11103,46,1,5-10 Miles,Bachelors,F,1,S,1,0,Professional,Pacific,0,70000
11104,47,1,0-1 Miles,Bachelors,M,0,M,1,0,Professional,Pacific,0,70000
11105,46,1,5-10 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000
11106,46,1,5-10 Miles,Bachelors,M,0,S,1,0,Professional,Pacific,0,70000
11107,51,1,5-10 Miles,Bachelors,F,1,M,1,0,Professional,Pacific,1,90000
11108,47,1,0-1 Miles,Bachelors,F,0,S,2,0,Professional,Pacific,0,70000
11109,47,1,0-1 Miles,Bachelors,M,0,S,2,0,Professional,Pacific,0,70000
11110,48,1,5-10 Miles,Partial College,M,1,M,1,0,Skilled Manual,Pacific,1,60000
11111,49,1,0-1 Miles,Partial College,F,1,M,1,0,Skilled Manual,Pacific,1,60000
11112,48,1,0-1 Miles,Partial College,F,1,M,1,0,Skilled Manual,Pacific,1,60000
11113,49,0,5-10 Miles,Bachelors,M,1,M,2,4,Professional,Pacific,5,70000
11114,48,0,5-10 Miles,Partial College,F,1,S,2,4,Skilled Manual,Pacific,5,70000
11115,49,0,0-1 Miles,Partial College,M,1,M,2,4,Skilled Manual,Pacific,5,70000
11116,48,0,5-10 Miles,Partial College,M,1,M,2,4,Skilled Manual,Pacific,5,70000
11117,50,1,10+ Miles,Partial College,F,1,M,3,4,Skilled Manual,Pacific,5,70000
11118,53,0,0-1 Miles,Partial College,M,0,S,1,0,Skilled Manual,Pacific,1,80000
11119,76,0,0-1 Miles,Partial College,M,0,S,2,0,Clerical,Pacific,2,30000
11120,74,1,5-10 Miles,Bachelors,F,1,S,1,0,Management,Pacific,2,40000
11121,50,0,10+ Miles,Partial College,M,1,M,3,4,Skilled Manual,Pacific,5,70000
11122,51,0,5-10 Miles,Partial College,M,1,M,3,4,Skilled Manual,Pacific,5,70000
11123,50,0,10+ Miles,Partial College,M,1,M,3,4,Skilled Manual,Pacific,5,70000
11124,53,1,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,Pacific,1,80000
11125,55,0,5-10 Miles,Partial College,F,1,S,1,0,Skilled Manual,Pacific,1,70000
11126,62,1,0-1 Miles,High School,M,0,M,2,1,Skilled Manual,Pacific,2,10000
11127,35,0,5-10 Miles,High School,F,1,M,1,0,Skilled Manual,North America,0,40000
11128,35,0,5-10 Miles,High School,F,1,M,1,0,Skilled Manual,North America,0,40000
11129,35,1,5-10 Miles,High School,F,1,S,1,0,Skilled Manual,North America,0,40000
11130,31,0,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,30000
11131,31,0,0-1 Miles,High School,F,0,M,2,0,Skilled Manual,North America,0,30000
11132,30,1,5-10 Miles,High School,F,0,S,2,0,Skilled Manual,North America,0,30000
11133,30,0,0-1 Miles,Partial High School,F,0,S,2,0,Clerical,North America,0,30000
11134,65,1,5-10 Miles,High School,M,1,S,2,0,Skilled Manual,Pacific,5,10000
11135,31,1,5-10 Miles,Partial High School,M,0,S,2,0,Clerical,North America,0,30000
11136,32,1,0-1 Miles,High School,F,0,S,2,0,Skilled Manual,North America,0,40000
11137,32,0,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,40000
11138,32,0,0-1 Miles,High School,F,0,M,2,0,Skilled Manual,North America,0,40000
11139,72,0,5-10 Miles,Partial College,F,0,S,2,0,Clerical,Pacific,2,30000
11140,34,0,5-10 Miles,Partial High School,M,0,S,2,0,Clerical,North America,0,30000
11141,33,0,0-1 Miles,High School,F,0,M,2,0,Skilled Manual,North America,0,40000
11142,33,0,0-1 Miles,High School,M,0,S,2,0,Skilled Manual,North America,0,40000
11143,34,0,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,North America,0,40000
11144,31,1,0-1 Miles,High School,M,0,S,2,0,Skilled Manual,North America,0,40000
11145,31,1,0-1 Miles,High School,F,0,S,2,0,Skilled Manual,North America,0,40000
11146,71,0,5-10 Miles,Bachelors,F,1,S,2,0,Management,Pacific,2,40000
11147,72,1,0-1 Miles,Graduate Degree,M,1,M,1,0,Management,Pacific,2,60000
11148,69,0,5-10 Miles,Bachelors,M,1,M,2,0,Management,Pacific,2,40000
11149,69,0,0-1 Miles,Bachelors,M,1,M,2,0,Management,Pacific,2,40000
11150,70,0,5-10 Miles,Bachelors,M,1,S,2,0,Management,Pacific,2,40000
11151,69,1,0-1 Miles,Graduate Degree,F,0,S,1,0,Management,Pacific,2,60000
11152,35,1,5-10 Miles,High School,M,1,S,2,0,Skilled Manual,North America,0,40000
11153,34,0,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,40000
11154,34,1,5-10 Miles,Partial College,F,1,S,1,0,Skilled Manual,North America,0,40000
11155,35,1,1-2 Miles,Partial College,M,0,S,1,0,Skilled Manual,North America,0,40000
11156,35,1,1-2 Miles,Partial College,F,0,S,1,0,Skilled Manual,North America,0,40000
11157,35,0,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,40000
11158,35,1,5-10 Miles,High School,M,1,S,2,0,Skilled Manual,North America,0,40000
11159,35,0,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,North America,0,40000
11160,37,1,5-10 Miles,Partial College,M,0,S,1,0,Skilled Manual,North America,0,40000
11161,36,0,1-2 Miles,Partial College,F,0,S,1,0,Skilled Manual,North America,0,40000
11162,37,1,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,North America,0,40000
11163,36,0,5-10 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,0,40000
11164,36,0,1-2 Miles,Partial College,M,0,S,1,0,Skilled Manual,North America,0,40000
11165,37,0,1-2 Miles,Partial College,F,0,M,1,0,Skilled Manual,North America,0,60000
11166,38,0,0-1 Miles,Partial College,F,0,S,2,0,Skilled Manual,North America,0,70000
11167,38,1,0-1 Miles,Bachelors,F,0,S,1,0,Management,North America,0,80000
11168,42,1,0-1 Miles,Bachelors,M,0,S,1,0,Management,North America,0,80000
11169,42,0,0-1 Miles,Bachelors,M,1,M,1,4,Management,North America,4,90000
11170,43,0,0-1 Miles,Bachelors,F,1,M,1,4,Management,North America,4,90000
11171,43,1,1-2 Miles,Bachelors,M,1,S,2,0,Management,North America,1,100000
11172,43,0,1-2 Miles,Bachelors,F,1,M,2,0,Management,North America,1,100000
11173,43,0,0-1 Miles,Graduate Degree,F,0,S,4,0,Management,North America,0,110000
11174,43,0,2-5 Miles,Graduate Degree,M,1,M,0,1,Management,North America,0,110000
11175,48,1,5-10 Miles,Partial College,M,1,S,2,0,Skilled Manual,North America,0,70000
11176,43,0,1-2 Miles,Bachelors,M,1,M,1,4,Management,North America,4,90000
11177,68,0,5-10 Miles,Graduate Degree,M,1,M,2,4,Management,North America,2,110000
11178,67,0,1-2 Miles,Graduate Degree,M,1,M,3,3,Management,North America,2,100000
11179,67,0,5-10 Miles,Graduate Degree,F,1,M,3,4,Management,North America,2,120000
11180,68,0,0-1 Miles,Bachelors,F,1,M,4,3,Management,North America,1,160000
11181,67,0,0-1 Miles,Graduate Degree,M,1,M,2,3,Management,North America,2,170000
11182,66,0,10+ Miles,Bachelors,F,1,S,2,0,Management,North America,4,70000
11183,66,0,10+ Miles,Bachelors,F,1,S,2,0,Management,North America,4,70000
11184,66,0,10+ Miles,Bachelors,F,1,S,2,0,Management,North America,4,70000
11185,66,0,10+ Miles,Bachelors,F,1,S,2,0,Management,North America,4,70000
11186,66,0,10+ Miles,Bachelors,F,1,S,2,0,Management,North America,4,70000
11187,67,0,10+ Miles,Graduate Degree,F,1,M,2,0,Management,North America,4,60000
11188,66,0,1-2 Miles,Graduate Degree,F,0,M,2,0,Management,North America,4,60000
11189,66,1,10+ Miles,Graduate Degree,M,1,S,2,0,Management,North America,4,60000
11190,66,0,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,5,70000
11191,65,1,10+ Miles,Bachelors,F,1,S,3,0,Management,North America,5,70000
11192,65,0,2-5 Miles,Bachelors,M,1,M,2,0,Management,North America,4,60000
11193,66,0,2-5 Miles,Bachelors,M,1,M,2,0,Management,North America,4,60000
11194,65,0,2-5 Miles,Bachelors,F,1,M,2,0,Management,North America,4,60000
11195,65,0,10+ Miles,Bachelors,F,1,M,3,0,Management,North America,5,60000
11196,64,0,10+ Miles,Bachelors,M,1,M,3,0,Management,North America,5,60000
11197,64,0,1-2 Miles,Bachelors,F,0,M,1,1,Management,North America,3,70000
11198,64,0,10+ Miles,Bachelors,F,1,S,1,1,Management,North America,4,70000
11199,64,0,10+ Miles,Bachelors,F,1,M,1,1,Management,North America,4,70000
11200,63,0,1-2 Miles,Bachelors,M,1,M,1,1,Management,North America,4,70000
11201,63,0,10+ Miles,Bachelors,F,1,M,1,1,Management,North America,4,70000
11202,63,0,1-2 Miles,Bachelors,F,0,M,2,0,Management,North America,5,80000
11203,62,0,10+ Miles,High School,M,1,M,2,1,Professional,North America,2,40000
11204,62,0,2-5 Miles,High School,F,1,M,2,1,Professional,North America,2,40000
11205,62,0,10+ Miles,High School,F,1,M,2,1,Professional,North America,2,40000
11206,62,0,10+ Miles,Partial College,M,1,M,1,1,Professional,North America,2,60000
11207,62,0,10+ Miles,Partial College,F,1,S,1,1,Professional,North America,2,60000
11208,63,0,10+ Miles,Bachelors,F,1,M,0,1,Management,North America,2,60000
11209,63,0,10+ Miles,Bachelors,F,1,M,0,1,Management,North America,2,60000
11210,62,0,10+ Miles,Partial College,M,1,M,2,1,Professional,North America,4,70000
11211,61,0,2-5 Miles,High School,F,1,M,2,1,Professional,North America,2,40000
11212,61,0,2-5 Miles,High School,F,1,M,2,1,Professional,North America,2,40000
11213,61,0,10+ Miles,Partial College,F,1,S,2,1,Professional,North America,2,60000
11214,61,0,10+ Miles,Partial College,M,1,S,2,1,Professional,North America,2,60000
11215,60,0,10+ Miles,Partial High School,F,1,M,2,1,Skilled Manual,North America,2,40000
11216,60,1,10+ Miles,Partial College,F,1,S,2,1,Professional,North America,2,60000
11217,61,1,10+ Miles,Partial College,F,1,S,2,1,Professional,North America,2,60000
11218,60,0,2-5 Miles,Partial College,F,0,S,2,1,Professional,North America,2,60000
11219,60,0,10+ Miles,High School,M,1,M,2,1,Professional,North America,2,60000
11220,61,0,10+ Miles,Partial College,F,1,M,1,1,Professional,North America,2,60000
11221,60,0,1-2 Miles,Partial College,M,1,M,1,2,Professional,North America,4,70000
11222,60,0,1-2 Miles,Bachelors,F,1,M,1,1,Management,North America,3,80000
11223,59,0,2-5 Miles,High School,F,1,S,2,1,Professional,North America,2,70000
11224,59,1,10+ Miles,High School,F,1,S,2,1,Professional,North America,2,70000
11225,60,0,10+ Miles,Partial College,F,1,M,1,1,Professional,North America,2,60000
11226,59,0,2-5 Miles,Partial College,F,1,M,1,1,Professional,North America,2,60000
11227,59,1,10+ Miles,Partial College,M,1,S,2,1,Professional,North America,2,60000
11228,59,0,10+ Miles,Partial College,F,1,M,2,1,Professional,North America,2,60000
11229,59,0,10+ Miles,Partial College,M,1,S,1,2,Professional,North America,4,70000
11230,60,0,2-5 Miles,Partial College,F,0,M,2,2,Professional,North America,4,70000
11231,58,0,10+ Miles,High School,M,1,M,2,1,Professional,North America,2,60000
11232,58,0,2-5 Miles,High School,F,0,M,2,1,Professional,North America,3,60000
11233,58,0,10+ Miles,Partial College,M,1,M,2,2,Professional,North America,4,70000
11234,58,0,10+ Miles,Partial College,F,1,S,2,2,Professional,North America,4,70000
11235,59,0,10+ Miles,Partial College,M,1,M,2,2,Professional,North America,4,70000
11236,59,0,10+ Miles,Partial College,M,1,S,2,2,Professional,North America,5,70000
11237,52,1,0-1 Miles,Bachelors,M,0,S,4,3,Management,Europe,2,130000
11238,52,1,0-1 Miles,Bachelors,F,0,S,4,3,Management,Europe,2,130000
11239,52,1,5-10 Miles,Partial College,F,0,M,2,4,Professional,Europe,2,130000
11240,52,1,5-10 Miles,Partial College,F,1,M,4,3,Professional,Europe,2,160000
11241,53,1,5-10 Miles,Partial College,F,1,S,4,3,Professional,Europe,2,100000
11242,53,1,5-10 Miles,Partial College,M,1,M,3,4,Professional,Europe,2,110000
11243,53,1,0-1 Miles,Partial College,F,1,M,3,3,Professional,Europe,2,150000
11244,53,1,0-1 Miles,Bachelors,F,0,S,3,3,Management,Europe,2,170000
11245,54,1,5-10 Miles,High School,M,0,M,4,4,Professional,Europe,3,120000
11246,54,1,5-10 Miles,High School,F,0,M,4,4,Professional,Europe,3,120000
11247,54,1,0-1 Miles,Partial College,F,0,S,3,4,Professional,Europe,3,130000
11248,56,0,10+ Miles,Partial College,M,1,M,4,4,Professional,Europe,3,110000
11249,55,1,0-1 Miles,Partial College,F,1,M,3,4,Professional,Europe,3,130000
11250,56,1,5-10 Miles,High School,F,1,M,2,4,Professional,Europe,3,170000
11251,78,1,5-10 Miles,High School,M,0,S,2,0,Professional,North America,4,30000
11252,78,1,2-5 Miles,Graduate Degree,M,1,S,1,0,Management,North America,3,90000
11253,78,0,1-2 Miles,Graduate Degree,M,1,M,2,0,Management,North America,2,60000
11254,78,0,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,4,70000
11255,78,0,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,4,70000
11256,77,0,5-10 Miles,Graduate Degree,F,1,M,2,0,Management,North America,4,70000
11257,78,1,2-5 Miles,Graduate Degree,F,1,S,4,2,Management,North America,1,120000
11258,77,0,2-5 Miles,Graduate Degree,M,1,M,4,2,Management,North America,1,120000
11259,46,1,2-5 Miles,Partial College,F,1,M,4,1,Professional,North America,4,100000
11260,46,0,2-5 Miles,Bachelors,F,1,M,3,2,Management,North America,2,110000
11261,45,1,0-1 Miles,Graduate Degree,F,1,M,1,2,Management,North America,1,130000
11262,46,0,0-1 Miles,Bachelors,F,1,M,0,3,Management,North America,4,80000
11263,46,1,2-5 Miles,Partial College,F,1,M,3,5,Professional,North America,5,90000
11264,46,1,0-1 Miles,Partial College,M,0,S,3,5,Professional,North America,5,90000
11265,46,1,0-1 Miles,Partial College,F,1,M,3,5,Professional,North America,5,90000
11266,46,1,5-10 Miles,Partial College,F,0,S,1,0,Professional,North America,0,90000
11267,46,1,2-5 Miles,Partial College,M,1,S,4,2,Professional,North America,4,120000
11268,46,0,1-2 Miles,Graduate Degree,F,1,M,2,2,Management,North America,2,130000
11269,46,0,0-1 Miles,Graduate Degree,M,1,M,2,2,Management,North America,2,130000
11270,46,1,0-1 Miles,Graduate Degree,M,1,M,3,2,Management,North America,2,130000
11271,46,1,1-2 Miles,Bachelors,F,0,S,4,0,Management,North America,2,150000
11272,54,1,5-10 Miles,Partial College,F,1,S,0,3,Professional,North America,4,70000
11273,54,0,10+ Miles,Partial College,M,1,M,0,1,Professional,North America,2,90000
11274,77,1,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,2,50000
11275,77,1,0-1 Miles,Graduate Degree,F,1,M,2,0,Management,North America,4,80000
11276,47,0,2-5 Miles,Partial College,F,1,M,2,3,Professional,North America,4,80000
11277,47,0,0-1 Miles,Partial College,M,1,M,2,3,Professional,North America,4,80000
11278,47,1,10+ Miles,Partial College,M,0,S,1,0,Professional,North America,0,90000
11279,47,0,10+ Miles,Partial College,F,1,M,1,0,Professional,North America,0,90000
11280,47,0,10+ Miles,Partial College,M,1,M,1,0,Professional,North America,0,90000
11281,47,1,5-10 Miles,Bachelors,F,1,S,4,2,Management,North America,4,110000
11282,49,1,1-2 Miles,Partial College,M,1,M,4,4,Professional,North America,5,90000
11283,48,0,1-2 Miles,Bachelors,M,1,M,2,3,Management,North America,1,110000
11284,49,0,1-2 Miles,Bachelors,F,1,M,2,3,Management,North America,1,110000
11285,49,0,2-5 Miles,Partial College,M,0,M,4,3,Professional,North America,1,120000
11286,49,1,2-5 Miles,Graduate Degree,M,1,M,4,0,Management,North America,0,170000
11287,50,0,5-10 Miles,Partial College,M,0,M,3,4,Professional,North America,5,70000
11288,49,0,2-5 Miles,Bachelors,F,1,M,3,3,Management,North America,1,110000
11289,50,1,0-1 Miles,Bachelors,F,1,M,1,3,Management,North America,1,130000
11290,49,1,2-5 Miles,Bachelors,F,1,M,3,3,Management,North America,1,130000
11291,49,1,2-5 Miles,Bachelors,F,1,M,3,3,Management,North America,1,130000
11292,49,1,0-1 Miles,Partial College,M,0,S,3,2,Professional,North America,1,150000
11293,55,0,1-2 Miles,High School,M,0,S,2,0,Professional,North America,2,60000
11294,55,0,1-2 Miles,High School,M,0,M,2,0,Professional,North America,2,60000
11295,56,1,5-10 Miles,Partial High School,F,1,S,2,0,Skilled Manual,North America,2,80000
11296,75,1,5-10 Miles,Graduate Degree,F,1,S,2,0,Management,North America,2,50000
11297,76,1,5-10 Miles,Graduate Degree,M,1,S,2,0,Management,North America,4,70000
11298,76,1,1-2 Miles,Graduate Degree,M,1,M,2,0,Management,North America,4,70000
11299,75,1,1-2 Miles,Graduate Degree,M,1,M,2,0,Management,North America,4,70000
11300,51,0,1-2 Miles,Partial College,M,0,M,3,4,Professional,North America,5,80000
11301,50,0,5-10 Miles,Partial College,M,1,M,4,4,Professional,North America,5,80000
11302,50,1,1-2 Miles,High School,M,0,S,3,3,Professional,North America,4,90000
11303,50,1,1-2 Miles,High School,F,0,S,3,3,Professional,North America,4,90000
11304,51,0,5-10 Miles,Partial College,F,1,M,0,3,Professional,North America,0,100000
11305,50,0,2-5 Miles,Partial College,M,0,M,4,3,Professional,North America,3,110000
11306,50,0,2-5 Miles,Partial College,M,0,M,4,3,Professional,North America,3,110000
11307,56,1,5-10 Miles,Partial High School,M,1,M,2,0,Skilled Manual,North America,2,80000
11308,57,0,1-2 Miles,High School,M,0,M,2,0,Professional,North America,2,60000
11309,56,0,5-10 Miles,High School,F,1,S,2,0,Professional,North America,2,60000
11310,57,0,5-10 Miles,Graduate Degree,F,1,S,2,0,Management,North America,3,70000
11311,57,0,1-2 Miles,Graduate Degree,F,0,S,2,0,Management,North America,3,70000
11312,58,0,5-10 Miles,Graduate Degree,F,1,S,2,0,Management,North America,3,70000
11313,58,0,5-10 Miles,Graduate Degree,M,1,S,2,0,Management,North America,3,70000
11314,57,0,1-2 Miles,Graduate Degree,F,0,S,2,0,Management,North America,3,70000
11315,57,0,1-2 Miles,Graduate Degree,F,0,S,2,0,Management,North America,3,70000
11316,57,1,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,3,60000
11317,58,1,5-10 Miles,Partial College,F,0,S,2,0,Professional,North America,3,40000
11318,58,0,1-2 Miles,Partial College,F,0,S,2,0,Professional,North America,3,40000
11319,73,1,1-2 Miles,Graduate Degree,F,0,M,2,0,Management,North America,4,70000
